timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,attack
13,0.933623776,0.160392616,1,1,1,0.17640391,0.067642788,0.020382824,0.993248912,1,1,1,1,1,1,1,0.980063963,0.950190805,0.228637136,0.5,1,0.5,0.5,1,0,0,0.213098842,0,0.183752604,1,0,1,1,0,0.007755215,0.457398342,0.368584968,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.004510425,0,0.005758783,0.000147089,1,0,1,0
14,0.974332954,0.162268332,1,1,1,0.189127186,0.067843241,0.023026622,0.994331234,1,1,1,1,1,1,1,0.984096951,0.949373434,0.228500769,0.5,1,0.5,0.5,1,0,0,0.213098842,0,0.188796918,1,0,1,1,0,0.006979855,0.457566834,0.368584968,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.004385137,0,0.005596564,0.000147089,1,0,1,0
15,0.919954465,0.159923759,1,1,1,0.199536482,0.067843241,0.025286171,0.993970728,1,1,1,1,1,1,1,0.982651046,0.949809238,0.229023377,0.5,1,0.5,0.5,1,0,0,0.214353126,0,0.19240937,1,0,1,1,0,0.002585072,0.457566834,0.368584968,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.00425985,0,0.005596564,0.000147089,1,0,1,0
16,0.975288113,0.161040211,1,1,1,0.200115879,0.068646305,0.027785946,0.992553436,1,1,1,1,1,1,1,0.984629627,0.949046316,0.230000353,0.5,1,0.5,0.5,1,0,0,0.216703382,0,0.20053756,1,0,1,1,0,0.002585072,0.457566834,0.368584968,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.00425985,0,0.005596564,0.000147089,1,0,1,0
17,0.956962843,0.163518809,1,1,1,0.216889521,0.073865594,0.030958578,0.993661493,1,1,1,1,1,1,1,0.983107898,0.949155214,0.228568952,0.5,1,0.5,0.5,1,0,0,0.21591976,0,0.204854916,1,0,1,1,0,0.002585072,0.458917408,0.367556448,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.00425985,0,0.005596564,0.000147089,1,0,1,0
18,0.915895643,0.163719789,1,1,1,0.223827849,0.075872627,0.032689105,0.991909231,1,1,1,1,1,1,1,0.980977191,0.949482119,0.231204513,0.5,1,0.5,0.5,1,0,0,0.216860474,0,0.208357265,1,0,1,1,0,0,0.458917408,0.367556448,0.017630769,0.000219202,0.000191031,0.000168563,0,0,1,0.005763319,0,0.007137646,0.000147089,1,0,1,0
19,0.975407392,0.162960583,1,1,1,0.229614602,0.081492822,0.033843165,0.99319744,1,1,1,1,1,1,1,0.902830835,0.932152503,0.232249729,0.5,0,0.5,0.5,0,0,0,0.216860474,0,0.995888587,1,0,1,1,0,0.003101441,0.458917408,0.367556448,0.017502083,0.000219202,0.000191031,0.000168563,0,0,1,0.005763319,0,0.007624307,0.000147089,1,0,1,0
20,0.921625855,0.162290632,1,1,1,0.243494867,0.08791608,0.03831388,0.992424555,1,1,1,1,1,1,1,0.126921326,0.021307901,0.232204236,0.5,0.5,0.5,0.5,0,0,0,0.216860474,0.000146794,0.995888587,1,1,1,1,0.5,0,0.458917408,0.367556448,0.018016862,0.000219202,0.062323916,0.000168563,0,0,1,0.012904835,0,0.013342534,0.000147089,1,0,1,0
21,0.961380059,0.165215788,0,0,1,0.251591989,0.090726178,0.041198092,0.885957147,0,1,1,0,1,0,1,0.124486416,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.236446144,0.658226057,0.995888587,1,1,1,1,1,0.003619423,0.468871639,0.277206912,0.059841709,0.656291224,0.580495898,0.409186658,0,0,1,0.55669355,0.820707019,0.598710669,0.000147089,1,0,1,0
22,0.470303765,1,0.5,0,1,0.257375132,0.103974227,0.033169932,0.009636691,0.5,1,1,0,1,0,1,0.122508025,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.263866816,0.65639101,0.995888587,1,1,1,1,1,0.014476079,0.485743283,0.259241459,0.724020423,0.653076305,0.559339216,0.454277362,0,0,1,0.661059796,0.974747265,0.725525447,0.000147089,1,0,1,0
23,0,1,0.5,0,1,0.257375132,0.147932893,0.01754662,0.000154599,0.5,1,1,0,1,0,1,0.122203631,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.247727984,0.654592903,0.995888587,1,1,1,1,1,0.045500975,0.483887231,0.27104861,0.956759587,0.651322479,0.555375314,0.464053933,0,0,1,0.664286167,0.939393973,0.729824048,0.000147089,1,0,1,0
24,0,0.168810896,0.5,0,1,0.26200309,0.166600058,0.009758874,0,0.5,1,1,0,1,0,1,0.121442719,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.226261498,0.652317421,0.995888587,1,1,1,1,1,0.077041432,0.472583085,0.272588185,1,0.648399721,0.558193016,0.463548225,0,0,1,0.663158511,0.939393973,0.729256284,0.000147089,1,0,1,0
25,0,0.168944863,0.5,0,1,0.26200309,0.178642258,0.004903535,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.211532819,0.652280479,0.995888587,1,1,1,1,1,0.101343043,0.464991042,0.274127761,0.873174118,0.649203523,0.557906485,0.468352314,0,0,1,0.663158511,0.936868715,0.729337538,0.000147089,1,0,1,0
26,0,0.169927349,0.5,0,1,0.26200309,0.182255419,0.00254797,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.983637083,0.5,0.5,0.5,0.5,0,0,0,0.20087751,0.650446004,0.995888587,1,1,1,1,1,0.119958949,0.456554562,0.267967856,0.665594199,0.648326752,0.550217451,0.465233873,0,0,1,0.662594683,0.904040365,0.727999256,0.000147089,1,0,1,0
27,0,0.169927406,0.5,0,1,0.26200309,0.184664611,0.001057669,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.244064373,0.5,0.5,0.5,0.5,0,0,0,0.193042509,0.650775901,0.995888587,1,1,1,1,1,0.141157505,0.446768824,0.263861787,0.50530856,0.649203808,0.543149353,0.466582404,0,0,1,0.66240661,0.924242427,0.727877502,0.000147089,1,0,1,0
28,0,0.168833195,0.5,0,1,0.26200309,0.184664611,0,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.244155303,0.5,0.5,0.5,0.5,0,0,0,0.193042509,0.333957177,0.995888587,1,0,1,1,0,0.15666955,0.436983086,0.263861787,0.417669391,0.325953594,0.053249937,0.333164791,0,0,1,0.325283519,0,0.352015699,0.000147089,1,0,1,0
29,0,0.169145843,0.5,0,1,0.262580682,0.174226033,0,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.244882348,0.5,0.5,0.5,0.5,0,0,0,0.181447709,0,0.198775329,1,0,1,1,0,0.162874045,0.399696845,0.25410687,0.388263333,0.000219202,3.73E-10,0,0,0,1,0.007924575,0,0.010260365,0.000147089,1,0,1,0
30,0,0.168542961,0.5,0,1,0.263158275,0.173825128,0,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.24438243,0.5,0.5,0.5,0.5,0,0,0,0.135694429,0,0.199986813,1,0,1,1,0,0.170113698,0.387717411,0.256674965,0.388906597,0.000219202,3.73E-10,0,0,0,1,0.004071917,0,0.006002113,0.000147089,1,0,1,0
31,0,0.169190499,0.5,0,1,0.263158275,0.174427112,0.000480827,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.244064373,0.5,0.5,0.5,0.5,0,0,0,0.123472486,0,0.201000087,1,0,1,1,0,0.198033925,0.384849087,0.249484939,0.388906597,0.000219202,0.000191031,0.000674252,0,0,1,0.004071917,0,0.006002113,0.000147089,1,0,1,0
32,0,0.17023994,0.5,0,1,0.263158275,0.164191493,0.00134609,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.243155523,0.5,0.5,0.5,0.5,0,0,0,0.123472486,0,0.201704933,1,0,1,1,0,0.217424384,0.384680595,0.25462113,0.388971023,0.000219202,0.000191031,0.000168563,0,0,1,0.004071917,0,0.006002113,0.000147089,1,0,1,0
33,0,0.169972061,0.5,0,1,0.267786233,0.16198338,0.00134609,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.242746592,0.5,0.5,0.5,0.5,0,0,0,0.123472486,0,0.200889926,1,0,1,1,0,0.229058014,0.384680595,0.25462113,0.389164304,0.000219202,0.000191031,0.000168563,0,0,1,0.004071917,0,0.006002113,0.000147089,1,0,1,0
34,0,0.168364281,0.5,0,1,0.267786233,0.161581848,0.001826917,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.242633029,0.5,0.5,0.5,0.5,0,0,0,0.123472486,0,0.199590337,1,0,1,1,0,0.243019338,0.384680595,0.25462113,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.003758692,0,0.005515457,0.000147089,1,0,1,0
35,0,0.168498305,0.5,0,1,0.267786233,0.168607091,0.002307744,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.242678465,0.5,0.5,0.5,0.5,0,0,0,0.123785446,0,0.200537503,1,0,1,1,0,0.247932104,0.386536646,0.25462113,0.388520705,0.000219202,0.000191031,0.000168563,0,0,1,0.003445466,0,0.005515457,0.000147089,1,0,1,0
36,0,0.165774015,0.5,0,1,0.267786233,0.165796994,0.002499775,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.242814776,0.5,0.5,0.5,0.5,0,0,0,0.126605754,0,0.200933979,1,0,1,1,0,0.25439559,0.388392698,0.25462113,0.388649224,0.000219202,0.000191031,0.000168563,0,0,1,0.003445466,0,0.005515457,0.000147089,1,0,1,0
37,0,0.164166347,0.5,0,1,0.267786233,0.156965796,0.003076617,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.240815387,0.5,0.5,0.5,0.5,0,0,0,0.128485958,0,0.20029524,1,0,1,1,0,0.256462679,0.388392698,0.25462113,0.388649224,0.000219202,0.000191031,0.000168563,0,0,1,0.003445466,0,0.005191014,0.000147089,1,0,1,0
38,0,0.160682908,0.5,0,1,0.267786233,0.16499393,0.00374985,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.236362127,0.5,0.5,0.5,0.5,0,0,0,0.128485958,0,0.198422849,1,0,1,1,0,0.262667174,0.388392698,0.25462113,0.388649224,0.000219202,0.000191031,0.000168563,0,0,1,0.003633398,0,0.005515457,0.000147089,1,0,1,0
39,0,0.157489816,0.5,0,1,0.267786233,0.162183833,0.004086279,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.232136109,0.5,0.5,0.5,0.5,0,0,0,0.129113101,0,0.195030661,1,0,1,1,0,0.266802967,0.388392698,0.25462113,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.003570756,0,0.005109907,0.000147089,1,0,1,0
40,0,0.154430636,0.5,0,1,0.267786233,0.158169766,0.004422708,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.228932503,0.5,0.5,0.5,0.5,0,0,0,0.130680346,0,0.193004171,1,0,1,1,0,0.266802967,0.389741956,0.25462113,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.003570756,0,0.005109907,0.000147089,1,0,1,0
41,0,0.151192945,0.5,0,1,0.267786233,0.164190866,0.005191956,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.225388093,0.5,0.5,0.5,0.5,0,0,0,0.13287351,0,0.189633923,1,0,1,1,0,0.269906021,0.391091214,0.25462113,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.003633398,0,0.005109907,0.000147089,1,0,1,0
42,0,0.148044453,0.5,0,1,0.267786233,0.164190866,0.005480377,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.223320521,0.5,0.5,0.5,0.5,0,0,0,0.133187693,0,0.187717594,1,0,1,1,0,0.273526251,0.39345406,0.25462113,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.003445466,0,0.004785469,0.000147089,1,0,1,0
43,0,0.145096997,0.5,0,1,0.272414191,0.162585991,0.006249625,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.220003295,0.5,0.5,0.5,0.5,0,0,0,0.135380858,0,0.184611664,1,0,1,1,0,0.276369507,0.39345406,0.255646446,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.003257534,0,0.004785469,0.000147089,1,0,1,0
44,0,0.143377605,0.5,0,1,0.272414191,0.163789961,0.006249625,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.217572171,0.5,0.5,0.5,0.5,0,0,0,0.135380858,0,0.181483793,1,0,1,1,0,0.279730746,0.39345406,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003320177,0,0.004785469,0.000147089,1,0,1,0
45,0,0.14054176,0.5,0,1,0.272414191,0.156965796,0.007259099,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.214323185,0.5,0.5,0.5,0.5,0,0,0,0.13663392,0,0.179259036,1,0,1,1,0,0.283349362,0.394129347,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003163564,0,0.004785469,0.000147089,1,0,1,0
46,0,0.138398109,0.5,0,1,0.268941418,0.15596228,0.007210904,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.211687568,0.5,0.5,0.5,0.5,0,0,0,0.13663392,0,0.176483589,1,0,1,1,0,0.282316624,0.394129347,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003132241,0,0.004785469,0.000147089,1,0,1,0
47,0,0.135629277,0.5,0,1,0.268941418,0.161782927,0.007787746,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.209301938,0.5,0.5,0.5,0.5,0,0,0,0.13663392,0,0.17317945,1,0,1,1,0,0.288521119,0.394129347,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.002881666,0,0.004785469,0.000147089,1,0,1,0
48,0,0.132637108,0.5,0,1,0.268941418,0.158772377,0.008364588,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.205939275,0.5,0.5,0.5,0.5,0,0,0,0.13663392,0,0.169721154,1,0,1,1,0,0.288521119,0.394129347,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004785469,0.000147089,1,0,1,0
49,0,0.129176025,0.5,0,1,0.268941418,0.152950477,0.008364588,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.201417889,0.5,0.5,0.5,0.5,0,0,0,0.137417542,0,0.168267351,1,0,1,1,0,0.288521119,0.396490877,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004785469,0.000147089,1,0,1,0
50,0,0.127880949,0.5,0,1,0.268941418,0.152950477,0.009230227,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.198600524,0.5,0.5,0.5,0.5,0,0,0,0.140238461,0,0.165822329,1,0,1,1,0,0.288521119,0.396490877,0.255646446,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004785469,0.000147089,1,0,1,0
51,0,0.125134415,0.5,0,1,0.268941418,0.152950477,0.009230227,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.196033147,0.5,0.5,0.5,0.5,0,0,0,0.140708512,0,0.162650348,1,0,1,1,0,0.288521119,0.396490877,0.255646446,0.388906764,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.00437992,0.000147089,1,0,1,0
52,0,0.121963624,0.5,0,1,0.268941418,0.158169766,0.0099991,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.194397252,0.5,0.5,0.5,0.5,0,0,0,0.142432237,0,0.160579748,1,0,1,1,0,0.288521119,0.398515422,0.257186021,0.388263333,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.00437992,0.000147089,1,0,1,0
53,0,0.120958782,0.5,0,1,0.268941418,0.153753541,0.0099991,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.190398418,0.5,0.5,0.5,0.5,0,0,0,0.141648614,0,0.157672199,1,0,1,1,0,0.288521119,0.399527694,0.258725597,0.388842337,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
54,0,0.117408444,0.5,0,1,0.268941418,0.153753541,0.010672333,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.186740387,0.5,0.5,0.5,0.5,0,0,0,0.143841779,0,0.154764593,1,0,1,1,0,0.288521119,0.399527694,0.258725597,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
55,0,0.114594898,0.5,0,1,0.268941418,0.162585991,0.010672333,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.184627378,0.5,0.5,0.5,0.5,0,0,0,0.142902288,0,0.152319514,1,0,1,1,0,0.288521119,0.399527694,0.258725597,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
56,0,0.112875507,0.5,0,1,0.268941418,0.162585991,0.011489401,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.180878474,0.5,0.5,0.5,0.5,0,0,0,0.143215859,0,0.149874492,1,0,1,1,0,0.288521119,0.399527694,0.258725597,0.388778078,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
57,0,0.111535718,0.5,0,1,0.268941418,0.162585991,0.011729627,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.178947212,0.5,0.5,0.5,0.5,0,0,0,0.142275757,0,0.147671733,1,0,1,1,0,0.288521119,0.399527694,0.258725597,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
58,0,0.109124189,0.5,0,1,0.268941418,0.152950477,0.011729627,0,0.5,1,1,0,1,0,1,0.12083398,0.000108992,0.174948434,0.5,0.5,0.5,0.5,0,0,0,0.142275757,0,0.145336814,1,0,1,1,0,0.288521119,0.399190709,0.258725597,0.388778078,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
59,0,0.105037867,0.5,0,1,0.268941418,0.150742991,0.012354664,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.171972012,0.5,0.5,0.5,0.5,0,0,0,0.144468922,0,0.143442425,1,0,1,1,0,0.288521119,0.398178436,0.258725597,0.388520705,0.000146134,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
60,0,0.103206807,0.5,0,1,0.268941418,0.15014038,0.012979702,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.169518199,0.5,0.5,0.5,0.5,0,0,0,0.144468922,0,0.140006185,1,0,1,1,0,0.288521119,0.399864679,0.258725597,0.388134479,0.000438404,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
61,0,0.101107869,0.5,0,1,0.268941418,0.147932893,0.013267935,0,0.5,1,1,0,1,0,1,0.121138373,0.000108992,0.166178283,0.5,0.5,0.5,0.5,0,0,0,0.145409024,0,0.13813385,1,0,1,1,0,0.288521119,0.399864679,0.258725597,0.388134479,0.000438404,0.000191031,0.000168563,0,0,1,0.003006951,0,0.004055482,0.000147089,1,0,1,0
62,0,0.099969059,0.5,0,1,0.268941418,0.158772377,0.013844965,0,0.5,1,1,0,1,0,1,0.121442719,0.000108992,0.16279293,0.5,0.5,0.5,0.5,0,0,0,0.147916371,0,0.135292295,1,0,1,1,0,0.29007184,0.399864679,0.258725597,0.388906597,0.000255736,0.000191031,0.000168563,0,0,1,0.002631087,0,0.004055482,0.000147089,1,0,1,0
63,0,0.096842923,0.5,0,1,0.268941418,0.159775894,0.013844965,0,0.5,1,1,0,1,0,1,0.120681807,0.000108992,0.159998312,0.5,0.5,0.5,0.5,0,0,0,0.147916371,0,0.132715115,1,0,1,1,0,0.29007184,0.401552239,0.258725597,0.388906597,7.31E-05,0.000191031,0.000168563,0,0,1,0.002944308,0,0.004055482,0.000147089,1,0,1,0
64,0,0.095145888,0.5,0,1,0.268941418,0.159775894,0.014133386,0,0.5,1,1,0,1,0,1,0.121442719,0.000108992,0.157726245,0.5,0.5,0.5,0.5,0,0,0,0.148856474,0,0.130666512,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002944308,0,0.004055482,0.000147089,1,0,1,0
65,0,0.093426553,0.5,0,1,0.268941418,0.14893641,0.01499865,0,0.5,1,1,0,1,0,1,0.121442719,0.000108992,0.155317869,0.5,0.5,0.5,0.5,0,0,0,0.148856474,0,0.12822149,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002881666,0,0.004055482,0.000147089,1,0,1,0
66,0,0.089831502,0.5,0,1,0.268941418,0.14893641,0.01499865,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.152886745,0.5,0.5,0.5,0.5,0,0,0,0.148856474,0,0.122890917,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.004055482,0.000147089,1,0,1,0
67,0,0.08976449,0.5,0,1,0.268941418,0.14893641,0.015960304,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.150478312,0.5,0.5,0.5,0.5,0,0,0,0.150423718,0,0.12207591,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.004055482,0.000147089,1,0,1,0
68,0,0.087553884,0.5,0,1,0.268941418,0.153753541,0.015960304,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.146797591,0.5,0.5,0.5,0.5,0,0,0,0.152303923,0,0.119190302,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.004096038,0.000147089,1,0,1,0
